catalogNumber,phylum,class,order,suborder,superfamily,family,subfamily,genus,acceptedNameUsage,Occurrence,speciesA,speciesB,country,countryCode,locationRemarks,locality,coordinateUncertaintyInMeters,decimalLatitude,decimalLongitude,hostPlantFamily,hostPlantLatinName,hostPlantVernacularName,sourceCategory,ownerInstitutionCode,locationAccordingTo,dateIdentified,page,eventDate,eventDate,associatedReferences
NS0033,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,Wachau,Ruhrsdorf,10000,48.4001,15.4873,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Maier C, Bachinger K, Mörtel J, Engel C, Czipin L & Riedle-Bauer M (2013) European stone fruit yellows: a mark, release and recapture experiment tracking the dispersal of its vector Cacopsylla pruni (Hemiptera: Psyllidae) in a model apricot orchard and epidemiological studies in Lower Austria. Journal of Phytopathology 161: 713-722",2013,715,2011,2011,https://onlinelibrary.wiley.com/doi/abs/10.1111/jph.12122
NS0034,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,Wachau,Wachau,10000,48.3896,15.4749,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Bauer H & Mortel J (2011) Effects of possible repellents on feeding and survival of Cacopsylla pruni (Scopoli). Bulletin of Insectology 64: S263-S264",2011,S263,2011,2011,https://www.researchgate.net/profile/Deividas_Valiunas/publication/283252328_First_report_of_potential_phytoplasma_vectors_Euscelis_incisus_and_Macrosteles_sexnotatus_in_Lithuania/links/563882f608ae51ccb3cc48f3.pdf#page=263
NS0035,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,Wachau,Krems,10000,48.41,15.6038,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Maier C, Bachinger K, Mörtel J, Engel C, Czipin L & Riedle-Bauer M (2013) European stone fruit yellows: a mark, release and recapture experiment tracking the dispersal of its vector Cacopsylla pruni (Hemiptera: Psyllidae) in a model apricot orchard and epidemiological studies in Lower Austria. Journal of Phytopathology 161: 713-722",2013,715,2012,2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/jph.12122
NS0036,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,Wachau,Krems,10000,48.41,15.6038,Rosaceae,Prunus cerasifera Ehrh.,Plum,Literature,,"Maier C, Bachinger K, Mörtel J, Engel C, Czipin L & Riedle-Bauer M (2013) European stone fruit yellows: a mark, release and recapture experiment tracking the dispersal of its vector Cacopsylla pruni (Hemiptera: Psyllidae) in a model apricot orchard and epidemiological studies in Lower Austria. Journal of Phytopathology 161: 713-722",2013,715,2012,2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/jph.12122
NS0037,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,Wachau,Krems,10000,48.41,15.6038,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Maier C, Bachinger K, Mörtel J, Engel C, Czipin L & Riedle-Bauer M (2013) European stone fruit yellows: a mark, release and recapture experiment tracking the dispersal of its vector Cacopsylla pruni (Hemiptera: Psyllidae) in a model apricot orchard and epidemiological studies in Lower Austria. Journal of Phytopathology 161: 713-722",2013,715,2012,2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/jph.12122
NS0038,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,mentioned 'vector is present',,,,,unspecified species,unspecified species,NA,Literature,,"Steffek R, Swen Follak S, Sauvion N, Labonne G & MacLeod A (2012) Distribution of 'Candidatus Phytoplasma prunorum' and its vector Cacopsylla pruni in European fruit growing areas: a literature survey. EPPO Bulletin 42: 191-202",2012,198,2012,2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/epp.2567
NS0039,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Krems,10000,48.41,15.6038,unspecified species,unspecified species,NA,Literature,,"Paleskic C, Bachinger K, Brader G, Kickenweiz M, Engel C, Wurm L, Czipin L & Riedle-Bauer M (2017) Cage and field experiments as basis for the development of control strategies against Cacopsylla pruni, the vector of European Stone Fruit Yellows. Annals of applied biology 170: 357-368",2017,3,2013,2013,https://doi.org/10.1111/aab.12340
NS0040,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Klosterneuburg,10000,48.3099,16.3238,unspecified species,unspecified species,NA,Literature,,"Paleskic C, Bachinger K, Brader G, Kickenweiz M, Engel C, Wurm L, Czipin L & Riedle-Bauer M (2017) Cage and field experiments as basis for the development of control strategies against Cacopsylla pruni, the vector of European Stone Fruit Yellows. Annals of applied biology 170: 357-368",2017,3,2014,2014,https://onlinelibrary.wiley.com/doi/abs/10.1111/aab.12340
NS0041,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,,,,,unspecified species,unspecified species,NA,Literature,,"Lethmayer C, Hausdorf H, Suarez-Mahecha B & Reisenzein H (2011) The importance of psyllids (Hemiptera Psyllidae) as vectors of phytoplasmas in pome and stone fruit trees in Austria. Bulletin of Insectology 64: S255-S256.",2011,S255,2005-2006,2005/2006,http://www.bulletinofinsectology.org/pdfarticles/vol64-2011-s255-s256lethmayer.pdf
NS0042,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Austria,AT,,Langenzersdorf,10000,48.3155,16.3839,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-04-26,2010-04-26,https://orcid.org/0000-0002-1641-5871
NS0043,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Austria,AT,,Langenzersdorf,10000,48.3081,16.4044,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-04-26,2010-04-26,https://orcid.org/0000-0002-1641-5871
NS0044,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,Wachau,Baumgarten an der March,10000,48.3763,15.5775,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Maier C, Bachinger K, Mörtel J, Engel C, Czipin L & Riedle-Bauer M (2013) European stone fruit yellows: a mark, release and recapture experiment tracking the dispersal of its vector Cacopsylla pruni (Hemiptera: Psyllidae) in a model apricot orchard and epidemiological studies in Lower Austria. Journal of Phytopathology 161: 713-722",2013,715,2011-2012,2011/2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/jph.12122
NS0045,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Hagenbrunn,10000,48.3325,16.406,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Maier C, Bachinger K, Mörtel J, Engel C, Czipin L & Riedle-Bauer M (2013) European stone fruit yellows: a mark, release and recapture experiment tracking the dispersal of its vector Cacopsylla pruni (Hemiptera: Psyllidae) in a model apricot orchard and epidemiological studies in Lower Austria. Journal of Phytopathology 161: 713-722",2013,715,2011-2012,2011/2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/jph.12122
NS0046,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Langenzersdorf,10000,48.3041,16.3609,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Maier C, Bachinger K, Mörtel J, Engel C, Czipin L & Riedle-Bauer M (2013) European stone fruit yellows: a mark, release and recapture experiment tracking the dispersal of its vector Cacopsylla pruni (Hemiptera: Psyllidae) in a model apricot orchard and epidemiological studies in Lower Austria. Journal of Phytopathology 161: 713-722",2013,715,2011-2012,2011/2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/jph.12122
NS0047,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,Wachau,Aggsbach-Dorf,10000,48.2942,15.4176,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0048,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,Wachau,Baumgarten an der March,10000,48.3089,16.8698,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0049,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Grossebersdorf,10000,48.3624,16.4692,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0050,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Hagenbrunn,10000,48.3325,16.406,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0051,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Ilz,10000,47.0866,15.926,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0052,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Klosterneuburg,10000,48.31,16.3244,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0053,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Langenzersdorf,10000,48.3041,16.3606,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0054,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Rollsdorf,10000,47.1808,15.7103,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0055,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Sinabelkirchen,10000,47.1032,15.827,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0056,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Stubenberg,10000,47.2452,15.8009,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0057,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Tiefenbach bei Kaindorf,10000,47.2196,15.8661,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0058,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Austria,AT,,Wetzawinkel,10000,47.0868,15.769,unspecified species,unspecified species,NA,Literature,,"Riedle-Bauer M, Paleskic C, Schwanzer J, Kolber M, Bachinger K, Antonielli L, Schonhuber C, Elek R, Stradinger J, Emberger M, Engel C, Makay M, Zajcsek F & Brader G (2019) Epidemiological and molecular study on 'Candidatus Phytoplasma prunorum' in Austria and Hungary. Annals of applied biology 175: 400-414",2019,tab3&S1,2014-2017,2014/2017,https://doi.org/10.1111/aab.12541
NS0059,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Azerbaijan,AZ,in Russian: Алексеевка,Alekseevka,10000,41.3754,48.5806,unspecified species,unspecified species,NA,Literature,,"Loginova MM (1968) New data on the fauna and biology of the Caucasian Psylloidea (Homoptera) [Novyye dannyye po faune i biologii psillid (Psylloidea, Homoptera) Kavkaza]. Trudy Vsesoyuznogo entomologicheskogo obshchestva Akademiya Nauk SSR 52: 275-328",1968,300,1967,1967,
NS0060,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Azerbaijan,AZ,In Russian: Ленкоранъ ,Lankaran,10000,38.7529,48.8475,unspecified species,unspecified species,NA,Literature,,"Loginova MM (1968) New data on the fauna and biology of the Caucasian Psylloidea (Homoptera) [Novyye dannyye po faune i biologii psillid (Psylloidea, Homoptera) Kavkaza]. Trudy Vsesoyuznogo entomologicheskogo obshchestva Akademiya Nauk SSR 52: 275-328",1968,300,1967,1967,
NS0061,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Azerbaijan,AZ,,Talysh,10000,38.7583,48.4131,unspecified species,unspecified species,NA,Literature,,"Gegechkori AM (1977) The psyllids (Homoptera, Psylloidea) of Talysh. Bulletin of the Academy of Sciences of the Georgian SSR 86: 197-200.",1977,,1977,1977,"Gegechkori A.M. 1977. To the fauna of psyllids (Homoptera, Psylloidea) of Talysh (mountains). Bulletin of the Academy of Sciences of the USSR, 86(1): 197-200"
NS0062,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Azerbaijan,AZ,mentioned 'vector is present',,,,,unspecified species,unspecified species,NA,Literature,,"Steffek R, Swen Follak S, Sauvion N, Labonne G & MacLeod A (2012) Distribution of 'Candidatus Phytoplasma prunorum' and its vector Cacopsylla pruni in European fruit growing areas: a literature survey. EPPO Bulletin 42: 191-202",2012,198,2012,2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/epp.2567
NS0063,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Azerbaijan,AZ,,,,,,unspecified species,unspecified species,NA,Literature,,"Gegechkori AM (1984) Caucasian Psyllids [Psillidy Kavkaza]. Academii Nauk Gruzinskoi SSR, Tibilisi (Georgia).",1984,,,,Gegechkori AM. 1984 - Caucasian Psyllids [Psillidy Kavkaza]. Tibilisi (Georgia): Academii Nauk Gruzinskoi SSR; 307 p.
NS0064,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Belarus,BY,,,50000,53.7094,27.9527,unspecified species,unspecified species,NA,Literature,,"Klimaszewski SM (1975) Psyllodea Koliszki (Insecta: Homoptera). Tome 3 Fauna Polski (Fauna Poloniae). Panstwowe Wydawnictwo Naukowe (ed.), Warszawa. 295 pp.",1975,168,1975,1975,
NS0065,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Belarus,BY,,,50000,53.7094,27.9527,unspecified species,unspecified species,NA,Literature,,"Serbina L, Burckhardt D & Borodin O (2015) The jumping plant-lice (Hemiptera: Psylloidea) of Belarus. Revue Suisse de Zoologie 122: 7-44",2015,42,1975,1975,https://bioone.org/journals/revue-suisse-de-zoologie/volume-122/issue-1/zenodo.14578/The-jumping-plant-lice-Hemiptera-Psylloidea-of-Belarus/10.5281/zenodo.14578.pdf
NS0066,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Belarus,BY,not mentioned,,,,,unspecified species,unspecified species,NA,Literature,,"Steffek R, Swen Follak S, Sauvion N, Labonne G & MacLeod A (2012) Distribution of 'Candidatus Phytoplasma prunorum' and its vector Cacopsylla pruni in European fruit growing areas: a literature survey. EPPO Bulletin 42: 191-202",2012,198,2012,2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/epp.2567
NS0067,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Belgium,BE,,,,,,unspecified species,unspecified species,NA,Literature,,Coubeaux E (1892) Enumeration des Hemipteres de Belgique. Section II: Stemorhyncha. Annales de la Societe entomologique de Belgique 36: 80-83,1892,80,1892,1892,https://www.biodiversitylibrary.org/item/46152#page/13/mode/1up
